volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,author,title,genretags
10883,1948,1948,1906,1948,m,us,11.569754375929968,0.8781710858734553,1,1,"Brown, Fredric,",The dead ringer,teamred | chimyst
uc1.b4101364,1863,1863,1815,1863,m,uk,12.541667953364321,0.18352242541080566,0,1,"Trollope, Anthony,",Rachel Ray,random | teamred
uc1.b4101416,1875,1875,1819,1875,m,us,15.765505887004801,0.5084733615938783,1,1,"Pinkerton, Allan,",Claude Melnotte as a dete,locdetmyst | teamblack | stew
23468,1952,1952,1904,1952,f,uk,12.026879688316466,0.5711193092839922,1,1,"Allingham, Margery,",The tiger in the smoke,cozy | teamred | chimyst
mdp.39015011950758,1909,1923,1869,1909,m,us,13.745194567599972,0.7315263251566292,1,1,"Post, Melville Davisson,","Randolph Mason, corrector",teamblack | det100
21519,1978,1978,1952,1978,m,us,12.190820399185794,0.8396784884989916,1,1,"Estleman, Loren D,",Sherlock Holmes vs. Dracu,chihorror | teamred | chimyst
uc2.ark+=13960=t4bn9zk9h,1887,1888,1847,1887,m,us,13.123678364155232,0.1542250319565164,0,1,"Fawcett, Edgar,",Olivia Delaplaine,random | teamred
uiuo.ark+=13960=t42r4bj1d,1867,1867,1830,1867,m,uk,15.354586189304523,0.23790509928900047,0,1,"Kirkus, William,",Only to be married,random | teamblack
uva.x030832557,1880,1897,1836,1880,m,us,13.314985256140714,0.7100959584536696,1,1,"Aldrich, Thomas Bailey,",The stillwater tragedy,teamred | det100
20820,1969,1969,1936,1969,f,us,12.888747365041702,0.2433661388406651,0,1,"Davis, Gwen,",The pretenders,chirandom | teamred
4625,1921,1921,1877,1921,m,us,12.900745232590559,0.13907135243163565,0,1,"Traprock, Walter E.",The cruise of the Kawa : ,chirandom | teamred
njp.32101007059791,1843,1843,1799,1843,m,uk,23.197289757247827,0.1536925074415894,0,1,"James, G. P. R.",Forest days;,random | teamblack
11141,1925,1925,1890,1925,f,uk,12.530093441465384,0.9660602695264686,1,1,"Christie, Agatha,",Poirot investigates,cozy | chirandom | teamblack | det100
nyp.33433076076144,1916,1916,1862,1916,f,us,14.806889734747736,0.9204271035686209,1,1,"Wells, Carolyn,",The bride of a moment,teamred | det100
11169,1926,1926,1872,1926,m,uk,12.967891793810715,0.7581659077565449,1,1,"Gask, Arthur,",Cloud: the smiter,chirandom | teamblack | chimyst
nyp.33433082524822,1920,1920,1877,1920,m,us,10.732406397202706,0.2540702046940275,0,1,"Bailey, Arthur Scott,",The tale of Grumpy Weasel,random | teamblack
